starttime	seconds	ctime	dtime	ttime	wait
Sat Aug 09 21:35:04 2008	1218332104789865	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104801319	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104801378	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104801415	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104801486	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104801450	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104801521	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104801557	0	24	24	24
Sat Aug 09 21:35:04 2008	1218332104801628	0	25	25	24
Sat Aug 09 21:35:04 2008	1218332104801663	0	25	25	24
Sat Aug 09 21:35:04 2008	1218332104801697	0	25	25	24
Sat Aug 09 21:35:04 2008	1218332104801730	0	25	25	24
Sat Aug 09 21:35:04 2008	1218332104801764	0	25	25	24
Sat Aug 09 21:35:04 2008	1218332104801593	0	25	25	24
Sat Aug 09 21:35:04 2008	1218332104813536	0	14	14	12
Sat Aug 09 21:35:04 2008	1218332104813589	0	14	14	12
Sat Aug 09 21:35:04 2008	1218332104813625	0	14	14	12
Sat Aug 09 21:35:04 2008	1218332104813659	0	14	14	12
Sat Aug 09 21:35:04 2008	1218332104813694	0	14	14	12
Sat Aug 09 21:35:04 2008	1218332104813728	0	14	14	12
Sat Aug 09 21:35:04 2008	1218332104813760	0	14	14	13
Sat Aug 09 21:35:04 2008	1218332104813795	0	24	24	24
Sat Aug 09 21:35:04 2008	1218332104813829	0	24	24	24
Sat Aug 09 21:35:04 2008	1218332104813864	0	24	24	24
Sat Aug 09 21:35:04 2008	1218332104813899	0	25	25	24
Sat Aug 09 21:35:04 2008	1218332104813933	0	25	25	24
Sat Aug 09 21:35:04 2008	1218332104813968	0	25	25	24
Sat Aug 09 21:35:04 2008	1218332104827324	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104827407	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104827445	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104827484	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104827519	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104827554	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104827590	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104827626	0	22	22	22
Sat Aug 09 21:35:04 2008	1218332104827660	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104827694	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104827728	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104827762	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104828053	0	22	22	22
Sat Aug 09 21:35:04 2008	1218332104827798	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104838792	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104838885	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104838921	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104838848	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104838956	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104838991	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104839026	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104839060	0	24	24	23
Sat Aug 09 21:35:04 2008	1218332104839094	0	24	24	23
Sat Aug 09 21:35:04 2008	1218332104839127	0	24	24	23
Sat Aug 09 21:35:04 2008	1218332104839162	0	24	24	23
Sat Aug 09 21:35:04 2008	1218332104839196	0	24	24	23
Sat Aug 09 21:35:04 2008	1218332104839227	0	24	24	23
Sat Aug 09 21:35:04 2008	1218332104850644	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104850698	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104850733	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104850768	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104850888	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104850925	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104850960	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104850995	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104851030	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104851064	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104851097	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104851132	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104851165	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104863060	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104863116	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104863153	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104863191	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104863225	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104863259	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104863291	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104863324	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104863357	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104863390	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104863423	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104863454	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104863487	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104874494	0	13	13	12
Sat Aug 09 21:35:04 2008	1218332104874551	0	12	12	12
Sat Aug 09 21:35:04 2008	1218332104874588	0	12	12	12
Sat Aug 09 21:35:04 2008	1218332104874622	0	12	12	12
Sat Aug 09 21:35:04 2008	1218332104874656	0	12	12	12
Sat Aug 09 21:35:04 2008	1218332104874690	0	12	12	12
Sat Aug 09 21:35:04 2008	1218332104874726	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104874760	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104874794	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104874827	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104874860	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104874892	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104874924	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104887253	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104887309	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104887347	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104887382	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104887419	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104887453	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104887487	0	23	23	21
Sat Aug 09 21:35:04 2008	1218332104887521	0	23	23	21
Sat Aug 09 21:35:04 2008	1218332104887554	0	23	23	21
Sat Aug 09 21:35:04 2008	1218332104887588	0	23	23	21
Sat Aug 09 21:35:04 2008	1218332104887620	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104887653	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104887685	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104898571	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104898661	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104898697	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104898743	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104898778	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104898626	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104898813	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104898848	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104898879	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104898946	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104898980	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104910883	0	11	11	11
Sat Aug 09 21:35:04 2008	1218332104910826	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104898914	0	24	24	23
Sat Aug 09 21:35:04 2008	1218332104910954	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104910919	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104899012	0	24	24	23
Sat Aug 09 21:35:04 2008	1218332104910988	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104911021	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104911056	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104911091	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104911127	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104911161	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104911195	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104911229	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104911262	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104922687	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104922778	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104922814	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104922848	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104922883	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104922743	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104922916	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104922951	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104922985	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104923052	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104923086	0	26	26	22
Sat Aug 09 21:35:04 2008	1218332104923119	0	26	26	22
Sat Aug 09 21:35:04 2008	1218332104934917	0	14	14	10
Sat Aug 09 21:35:04 2008	1218332104923018	0	26	26	22
Sat Aug 09 21:35:04 2008	1218332104934972	0	14	14	10
Sat Aug 09 21:35:04 2008	1218332104935008	0	14	14	10
Sat Aug 09 21:35:04 2008	1218332104935045	0	14	14	10
Sat Aug 09 21:35:04 2008	1218332104935080	0	14	14	10
Sat Aug 09 21:35:04 2008	1218332104935114	0	14	14	10
Sat Aug 09 21:35:04 2008	1218332104935148	0	15	15	14
Sat Aug 09 21:35:04 2008	1218332104935182	0	15	15	14
Sat Aug 09 21:35:04 2008	1218332104935217	0	15	15	14
Sat Aug 09 21:35:04 2008	1218332104935251	0	15	15	14
Sat Aug 09 21:35:04 2008	1218332104935285	0	26	26	26
Sat Aug 09 21:35:04 2008	1218332104935318	0	26	26	26
Sat Aug 09 21:35:04 2008	1218332104935349	0	26	26	26
Sat Aug 09 21:35:04 2008	1218332104946201	3	13	16	11
Sat Aug 09 21:35:04 2008	1218332104946257	3	12	15	11
Sat Aug 09 21:35:04 2008	1218332104946291	3	12	15	11
Sat Aug 09 21:35:04 2008	1218332104949658	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104949735	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104949775	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104949881	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104949916	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104949810	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104949846	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104949952	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104950020	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104950302	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104950400	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104950433	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104962108	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104962164	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104950366	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104949987	0	23	23	23
Sat Aug 09 21:35:04 2008	1218332104962233	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104962267	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104962300	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104962199	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104962408	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104962480	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104962514	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104962548	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104962580	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104962611	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104973443	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104973500	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104973536	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104962444	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104973606	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104973571	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104973639	0	12	12	11
Sat Aug 09 21:35:04 2008	1218332104973674	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104973743	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104973778	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104973815	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104973849	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104973882	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104973708	0	23	23	22
Sat Aug 09 21:35:04 2008	1218332104985575	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104985633	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104985669	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104985772	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104985703	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104985738	0	11	11	10
Sat Aug 09 21:35:04 2008	1218332104985805	0	22	22	22
Sat Aug 09 21:35:04 2008	1218332104985838	0	22	22	22
Sat Aug 09 21:35:04 2008	1218332104985870	0	25	25	22
Sat Aug 09 21:35:04 2008	1218332104985903	0	25	25	22
Sat Aug 09 21:35:04 2008	1218332104985935	0	25	25	22
Sat Aug 09 21:35:04 2008	1218332104985966	0	25	25	22
Sat Aug 09 21:35:04 2008	1218332104985997	0	25	25	22
Sat Aug 09 21:35:04 2008	1218332104996985	0	14	14	10
Sat Aug 09 21:35:04 2008	1218332104997040	0	14	14	10
Sat Aug 09 21:35:04 2008	1218332104997078	0	14	14	10
Sat Aug 09 21:35:04 2008	1218332104997149	0	14	14	10
Sat Aug 09 21:35:04 2008	1218332104997184	0	14	14	10
Sat Aug 09 21:35:04 2008	1218332104997114	0	14	14	10
Sat Aug 09 21:35:04 2008	1218332104997219	0	14	14	13
Sat Aug 09 21:35:04 2008	1218332104997255	0	14	14	13
Sat Aug 09 21:35:04 2008	1218332104997288	0	25	25	25
Sat Aug 09 21:35:04 2008	1218332104997324	0	25	25	25
Sat Aug 09 21:35:04 2008	1218332104997371	0	25	25	25
Sat Aug 09 21:35:04 2008	1218332104997406	0	25	25	25
Sat Aug 09 21:35:04 2008	1218332104997439	0	25	25	25
Sat Aug 09 21:35:05 2008	1218332105011029	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105011102	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105011136	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105010951	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105011171	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105011206	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105008373	3	12	15	11
Sat Aug 09 21:35:05 2008	1218332105011066	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105011242	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105011278	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105011314	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105011349	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105011383	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105011646	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105023079	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105023134	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105011679	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105023202	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105023236	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105023168	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105023269	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105023303	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105023338	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105023371	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105023436	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105023469	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105023501	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105034929	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105023404	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105035020	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105035054	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105034986	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105035089	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105035122	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105035158	0	22	22	22
Sat Aug 09 21:35:05 2008	1218332105035194	0	22	22	22
Sat Aug 09 21:35:05 2008	1218332105035229	0	25	25	22
Sat Aug 09 21:35:05 2008	1218332105035262	0	25	25	22
Sat Aug 09 21:35:05 2008	1218332105035297	0	25	25	22
Sat Aug 09 21:35:05 2008	1218332105035329	0	25	25	22
Sat Aug 09 21:35:05 2008	1218332105035360	0	25	25	22
Sat Aug 09 21:35:05 2008	1218332105046403	0	14	14	10
Sat Aug 09 21:35:05 2008	1218332105046459	0	14	14	10
Sat Aug 09 21:35:05 2008	1218332105046494	0	14	14	10
Sat Aug 09 21:35:05 2008	1218332105046530	0	14	14	10
Sat Aug 09 21:35:05 2008	1218332105046564	0	14	14	10
Sat Aug 09 21:35:05 2008	1218332105046599	0	14	14	10
Sat Aug 09 21:35:05 2008	1218332105046633	0	14	14	13
Sat Aug 09 21:35:05 2008	1218332105046667	0	14	14	13
Sat Aug 09 21:35:05 2008	1218332105046700	0	24	24	24
Sat Aug 09 21:35:05 2008	1218332105046769	0	24	24	24
Sat Aug 09 21:35:05 2008	1218332105046803	0	24	24	24
Sat Aug 09 21:35:05 2008	1218332105046836	0	24	24	24
Sat Aug 09 21:35:05 2008	1218332105057791	2	12	14	10
Sat Aug 09 21:35:05 2008	1218332105046735	0	25	25	24
Sat Aug 09 21:35:05 2008	1218332105060380	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105060453	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105060419	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105060489	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105060528	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105060564	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105060305	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105060599	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105060633	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105060704	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105060737	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105060997	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105061032	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105060668	0	24	24	23
Sat Aug 09 21:35:05 2008	1218332105071773	0	12	12	12
Sat Aug 09 21:35:05 2008	1218332105071809	0	12	12	12
Sat Aug 09 21:35:05 2008	1218332105071844	0	12	12	12
Sat Aug 09 21:35:05 2008	1218332105071911	0	12	12	12
Sat Aug 09 21:35:05 2008	1218332105071713	0	13	13	12
Sat Aug 09 21:35:05 2008	1218332105071878	0	13	13	12
Sat Aug 09 21:35:05 2008	1218332105071945	0	20	20	20
Sat Aug 09 21:35:05 2008	1218332105071979	0	20	20	20
Sat Aug 09 21:35:05 2008	1218332105072012	0	20	20	20
Sat Aug 09 21:35:05 2008	1218332105072045	0	20	20	20
Sat Aug 09 21:35:05 2008	1218332105072083	0	20	20	20
Sat Aug 09 21:35:05 2008	1218332105072118	0	20	20	20
Sat Aug 09 21:35:05 2008	1218332105072150	0	20	20	20
Sat Aug 09 21:35:05 2008	1218332105084467	7	12	19	11
Sat Aug 09 21:35:05 2008	1218332105084562	7	12	19	11
Sat Aug 09 21:35:05 2008	1218332105084598	7	12	19	11
Sat Aug 09 21:35:05 2008	1218332105084631	7	12	19	11
Sat Aug 09 21:35:05 2008	1218332105084524	7	12	19	11
Sat Aug 09 21:35:05 2008	1218332105084664	7	12	19	11
Sat Aug 09 21:35:05 2008	1218332105084698	7	12	19	10
Sat Aug 09 21:35:05 2008	1218332105084733	7	12	19	10
Sat Aug 09 21:35:05 2008	1218332105084770	7	12	19	10
Sat Aug 09 21:35:05 2008	1218332105084804	7	12	19	10
Sat Aug 09 21:35:05 2008	1218332105084838	7	12	19	10
Sat Aug 09 21:35:05 2008	1218332105084870	7	12	19	10
Sat Aug 09 21:35:05 2008	1218332105084903	7	12	19	10
Sat Aug 09 21:35:05 2008	1218332105092790	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105092838	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105092945	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105092875	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105092979	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105093012	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105103666	0	12	12	12
Sat Aug 09 21:35:05 2008	1218332105103722	0	12	12	12
Sat Aug 09 21:35:05 2008	1218332105103757	0	12	12	12
Sat Aug 09 21:35:05 2008	1218332105103793	0	19	19	11
Sat Aug 09 21:35:05 2008	1218332105103829	0	19	19	11
Sat Aug 09 21:35:05 2008	1218332105103863	0	19	19	11
Sat Aug 09 21:35:05 2008	1218332105092911	0	30	30	23
Sat Aug 09 21:35:05 2008	1218332105103933	0	19	19	19
Sat Aug 09 21:35:05 2008	1218332105103899	0	19	19	19
Sat Aug 09 21:35:05 2008	1218332105104015	0	19	19	19
Sat Aug 09 21:35:05 2008	1218332105104049	0	19	19	19
Sat Aug 09 21:35:05 2008	1218332105104082	0	19	19	19
Sat Aug 09 21:35:05 2008	1218332105104116	0	19	19	19
Sat Aug 09 21:35:05 2008	1218332105103968	0	19	19	19
Sat Aug 09 21:35:05 2008	1218332105116270	6	13	19	12
Sat Aug 09 21:35:05 2008	1218332105116325	6	13	19	12
Sat Aug 09 21:35:05 2008	1218332105116359	6	13	19	12
Sat Aug 09 21:35:05 2008	1218332105116428	6	13	19	12
Sat Aug 09 21:35:05 2008	1218332105116497	6	13	19	12
Sat Aug 09 21:35:05 2008	1218332105116530	6	13	19	12
Sat Aug 09 21:35:05 2008	1218332105116395	6	13	19	12
Sat Aug 09 21:35:05 2008	1218332105123027	0	13	13	12
Sat Aug 09 21:35:05 2008	1218332105123100	0	13	13	12
Sat Aug 09 21:35:05 2008	1218332105123138	0	13	13	12
Sat Aug 09 21:35:05 2008	1218332105123176	0	13	13	12
Sat Aug 09 21:35:05 2008	1218332105116462	6	13	19	12
Sat Aug 09 21:35:05 2008	1218332105123213	0	13	13	12
Sat Aug 09 21:35:05 2008	1218332105123552	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105123620	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105123656	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105123690	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105123723	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105123755	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105136056	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105136110	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105136148	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105136180	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105123587	0	24	24	23
Sat Aug 09 21:35:05 2008	1218332105136213	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105136246	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105136278	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105136312	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105136380	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105136413	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105136446	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105136481	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105147477	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105147535	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105136346	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105147572	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105147644	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105147679	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105147607	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105147712	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105147746	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105147814	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105147848	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105147881	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105147916	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105159635	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105159691	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105159728	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105159763	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105147780	0	23	23	23
Sat Aug 09 21:35:05 2008	1218332105159797	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105159830	0	11	11	10
Sat Aug 09 21:35:05 2008	1218332105159863	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105159897	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105159931	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105159964	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105159997	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105160031	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105160063	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105171185	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105171242	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105171278	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105171312	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105171382	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105171347	0	12	12	11
Sat Aug 09 21:35:05 2008	1218332105171416	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105171451	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105171485	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105171519	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105171554	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105171589	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105171621	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105183120	0	11	11	11
Sat Aug 09 21:35:05 2008	1218332105183178	0	11	11	11
Sat Aug 09 21:35:05 2008	1218332105183214	0	11	11	11
Sat Aug 09 21:35:05 2008	1218332105183248	0	11	11	11
Sat Aug 09 21:35:05 2008	1218332105183282	0	11	11	11
Sat Aug 09 21:35:05 2008	1218332105183316	0	11	11	11
Sat Aug 09 21:35:05 2008	1218332105183349	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105183384	0	23	23	22
Sat Aug 09 21:35:05 2008	1218332105183417	0	23	23	22
