gc_iter	gc_defnew_start	gc_defnew_end	gc_defnew_all	gc_paus_time	gc_start_occ	gc_end_occ	gc_main_paus_time	
25.380	1873	170	1920	0.0007150	18643	16940	0.0007810
25.392	1885	171	1920	0.0007300	18655	16941	0.0008000
25.398	1896	172	1920	0.0007290	18666	16942	0.0007930
25.401	1821	87	1920	0.0006840	18591	16856	0.0007480
25.405	1745	174	1920	0.0027870	18515	17032	0.0028610
25.410	1754	175	1920	0.0007720	18611	17033	0.0008400
25.413	1852	88	1920	0.0005950	18709	16945	0.0006570
25.425	1774	177	1920	0.0010220	18632	17123	0.0010950
25.428	1784	178	1920	0.0009960	18730	17124	0.0010670
25.432	1883	89	1920	0.0005780	18829	17036	0.0006380
25.435	1804	180	1920	0.0009980	18750	17217	0.0010700
25.439	1813	181	1920	0.0007620	18850	17218	0.0008340
25.442	1823	182	1920	0.0010080	18859	17310	0.0010790
25.453	1832	183	1920	0.0007920	18960	17311	0.0008600
25.458	1842	184	1920	0.0009960	18969	17404	0.0010690
25.462	1851	185	1920	0.0007790	19071	17405	0.0008470
25.473	1861	186	1920	0.0010260	19081	17499	0.0010970
25.487	1870	187	1920	0.0007580	19183	17500	0.0008270
25.491	1880	188	1920	0.0009460	19193	17595	0.0010160
25.494	1889	189	1920	0.0025440	19296	17596	0.0026160
25.500	1899	190	1920	0.0010290	19306	17692	0.0011010
25.504	1908	191	1920	0.0140370	19410	17693	0.0141550
25.522	1918	96	1920	0.0010050	19420	17790	0.0010760
25.526	1735	96	1920	0.0006270	19429	17790	0.0006890
25.531	1743	97	1920	0.0006960	19437	17888	0.0007620
25.542	1653	97	1920	0.0008120	19445	17986	0.0008830
25.547	1661	97	1920	0.0007920	19549	18084	0.0008620
25.551	1668	98	1920	0.0008110	19654	18182	0.0008810
25.558	1675	98	1920	0.0007970	19760	18282	0.0008690
25.561	1682	99	1920	0.0009540	19865	18381	0.0010250
25.567	1689	99	1920	0.0006870	19972	18481	0.0007510
25.579	1696	99	1920	0.0007090	20078	18581	0.0007750
25.582	1704	100	1920	0.0008070	20185	18682	0.0008780
25.588	1711	100	1920	0.0009180	20293	18783	0.0009890
25.591	1718	101	1920	0.0008300	20401	18885	0.0008980
25.595	1725	101	1920	0.0008980	20509	18987	0.0009690
25.598	1732	102	1920	0.0008120	20618	19089	0.0008840
25.611	1739	102	1920	0.0008440	20727	19192	0.0009120
25.614	1747	102	1920	0.0009220	20837	19296	0.0009940
25.618	1754	103	1920	0.0008360	20947	19399	0.0009050
25.621	1761	103	1920	0.0009270	21057	19503	0.0009970
25.625	1768	104	1920	0.0008690	21168	19608	0.0009380
25.628	1775	104	1920	0.0008370	21280	19713	0.0009050
25.638	1782	105	1920	0.0009260	21391	19818	0.0009970
25.642	1790	105	1920	0.0008500	21503	19924	0.0009200
25.646	1817	122	1920	0.0006340	21637	19941	0.0006960
25.649	1830	25	1920	0.0006930	21650	19950	0.0007580
25.652	1745	31	1920	0.0005030	21669	19956	0.0005600
25.656	1755	37	1920	0.0005110	21680	19961	0.0005690
25.659	1750	20	1920	0.0004870	21675	19945	0.0005460
25.661	1704	45	1920	0.0005180	21628	19970	0.0005760
25.664	1761	49	1920	0.0006220	21686	19974	0.0006830
25.667	1769	26	1920	0.0004970	21693	19951	0.0005560
25.670	1751	84	1920	0.0005930	21676	20009	0.0006550
25.673	1763	59	1920	0.0005390	21688	19984	0.0005950
25.677	1764	62	1920	0.0005580	21689	19987	0.0006180
25.686	1785	97	1920	0.0006130	21709	20022	0.0006760
25.690	1761	67	1920	0.0005180	21686	19992	0.0005790
25.693	1727	70	1920	0.0005850	21652	19995	0.0006440
25.696	1790	72	1920	0.0006250	21715	19997	0.0006860
25.699	1778	112	1920	0.0006280	21703	20037	0.0006900
25.702	1835	38	1920	0.0006030	21760	19963	0.0006640
25.705	1734	119	1920	0.0007580	21659	20044	0.0008250
25.715	1823	82	1920	0.0005560	21748	20006	0.0006180
25.718	1748	84	1920	0.0005780	21672	20009	0.0006400
25.721	1792	86	1920	0.0006740	21717	20011	0.0007370
25.724	1792	44	1920	0.0005310	21717	19969	0.0005890
25.727	1700	90	1920	0.0005950	21624	20015	0.0006560
25.730	1736	92	1920	0.0005900	21660	20017	0.0006530
25.740	1772	94	1920	0.0005010	21696	20019	0.0005580
25.743	1808	96	1920	0.0006060	21733	20020	0.0006670
25.747	1795	49	1920	0.0005340	21720	19973	0.0005960
25.750	1680	99	1920	0.0006100	21605	20024	0.0006710
25.753	1810	152	1920	0.0006990	21735	20076	0.0008010
25.757	1842	51	1920	0.0005640	21766	19976	0.0006250
25.760	1770	104	1920	0.0006200	21695	20029	0.0006830
25.763	1799	106	1920	0.0006220	21723	20031	0.0006830
25.766	1827	108	1920	0.0006220	21752	20033	0.0006850
25.769	1801	55	1920	0.0005410	21726	19979	0.0006020
25.772	1773	167	1920	0.0007220	21698	20092	0.0007880
25.782	1854	113	1920	0.0006310	21779	20037	0.0006940
25.786	1824	171	1920	0.0007150	21748	20096	0.0007830
25.789	1848	58	1920	0.0005150	21773	19983	0.0005920
25.792	1757	117	1920	0.0006460	21681	20042	0.0007090
25.795	1779	119	1920	0.0007050	21703	20044	0.0007720
25.799	1801	120	1920	0.0006400	21726	20045	0.0007040
25.809	1823	122	1920	0.0006660	21748	20047	0.0007300
25.812	1845	123	1920	0.0006540	21770	20048	0.0007180
25.815	1805	62	1920	0.0005450	21729	19987	0.0006050
25.818	1763	189	1920	0.0007980	21688	20114	0.0008670
25.822	1845	127	1920	0.0006010	21770	20052	0.0040510
25.829	1801	129	1920	0.0008500	21726	20118	0.0009210
25.841	1820	130	1920	0.0007040	21810	20120	0.0007710
25.847	1840	131	1920	0.0011540	21829	20187	0.0012260
25.851	1859	133	1920	0.0006710	21914	20188	0.0007360
25.857	1743	134	1920	0.0007050	21799	20190	0.0007720
25.868	1760	135	1920	0.0008420	21815	20191	0.0009140
25.872	1776	137	1920	0.0007070	21832	20192	0.0007750
25.877	1793	138	1920	0.0006770	21848	20193	0.0007410
25.881	1809	139	1920	0.0030260	21864	20195	0.0031020
25.886	1826	141	1920	0.0006870	21881	20196	0.0007500
25.890	1842	142	1920	0.0006960	21897	20197	0.0007610
25.895	1858	143	1920	0.0007460	21914	20198	0.0008160
25.899	1803	72	1920	0.0005760	21858	20127	0.0006380
25.909	1745	145	1920	0.0009000	21801	20274	0.0009690
25.914	1759	147	1920	0.0007470	21888	20275	0.0008120
25.918	1847	74	1920	0.0005770	21976	20202	0.0006380
25.921	1788	149	1920	0.0011410	21917	20352	0.0012120
25.924	1802	150	1920	0.0007090	22005	20353	0.0007740
25.928	1816	151	1920	0.0008750	22019	20430	0.0009450
25.938	1830	153	1920	0.0007050	22109	20431	0.0007730
25.942	1844	154	1920	0.0008670	22123	20510	0.0009360
25.945	1858	155	1920	0.0007400	22214	20511	0.0008060
25.949	1872	156	1920	0.0009390	22228	20590	0.0010120
25.952	1807	78	1920	0.0006840	22241	20513	0.0007480
25.964	1741	158	1920	0.0007730	22175	20592	0.0008400
25.967	1753	159	1920	0.0007140	22187	20593	0.0007800
25.970	1764	160	1920	0.0007310	22198	20594	0.0007990
25.974	1776	161	1920	0.0007370	22210	20596	0.0008040
25.977	1787	162	1920	0.0008640	22222	20597	0.0009360
25.980	1799	164	1920	0.0008710	22233	20598	0.0009390
25.984	1811	165	1920	0.0007470	22245	20599	0.0008140
25.987	1822	166	1920	0.0007430	22256	20600	0.0008110
25.990	1834	167	1920	0.0007340	22268	20601	0.0008010
25.994	1845	168	1920	0.0007420	22280	20602	0.0008060
26.068	1857	169	1920	0.0006440	22291	20603	0.0007630
26.083	1869	170	1920	0.0006530	22303	20604	0.0007160
26.086	1880	171	1920	0.0007660	22314	20605	0.0008340
26.106	1892	172	1920	0.0007210	22326	20606	0.0008330
26.112	1817	86	1920	0.0006050	22251	20520	0.0006670
26.121	1741	174	1920	0.0009890	22175	20695	0.0010580
26.131	1750	175	1920	0.0006580	22271	20696	0.0007230
26.137	1848	88	1920	0.0006270	22369	20609	0.0006880
26.146	1770	177	1920	0.0009210	22291	20787	0.0009890
26.157	1780	178	1920	0.0007020	22389	20788	0.0007760
26.161	1879	89	1920	0.0006030	22489	20699	0.0006640
26.165	1800	180	1920	0.0011160	22410	20880	0.0011880
26.173	1809	181	1920	0.0006840	22509	20881	0.0007490
26.181	1819	182	1920	0.0008650	22519	20973	0.0009320
26.185	1828	183	1920	0.0007640	22619	20974	0.0008300
26.196	1838	184	1920	0.0008650	22629	21067	0.0009340
26.209	1847	185	1920	0.0008330	22730	21068	0.0009030
26.217	1857	185	1920	0.0009820	22740	21162	0.0010520
26.221	1866	187	1920	0.0007550	22842	21163	0.0008230
26.237	1876	187	1920	0.0009990	22852	21257	0.0010690
26.242	1885	188	1920	0.0007870	22955	21258	0.0008560
26.248	1894	189	1920	0.0026800	22964	21354	0.0027500
26.257	1904	190	1920	0.0007390	23069	21355	0.0008050
26.262	1913	191	1920	0.0010120	23078	21452	0.0010810
26.270	1827	96	1920	0.0005420	23087	21357	0.0006000
26.273	1739	96	1920	0.0008510	23000	21454	0.0009210
26.280	1650	97	1920	0.0007960	23007	21551	0.0008600
26.286	1657	97	1920	0.0006720	23112	21649	0.0007360
26.291	1664	98	1920	0.0007510	23216	21748	0.0008180
26.298	1671	98	1920	0.0007180	23322	21847	0.0007830
26.301	1678	98	1920	0.0008280	23427	21946	0.0009310
26.305	1686	99	1920	0.0009510	23533	22046	0.0010220
26.308	1693	99	1920	0.0009010	23640	22146	0.0009710
26.311	1700	100	1920	0.0008340	23747	22246	0.0009020
26.322	1707	100	1920	0.0008220	23854	22347	0.0008910
26.326	1714	101	1920	0.0008060	23962	22449	0.0008740
26.329	1722	101	1920	0.0009370	24070	22551	0.0010080
26.333	1729	101	1920	0.0009740	24178	22653	0.0010450
26.336	1736	102	1920	0.0008560	24287	22755	0.0009250
26.340	1743	102	1920	0.0008380	24397	22859	0.0009070
26.352	1750	103	1920	0.0008030	24506	22962	0.0008690
26.356	1757	103	1920	0.0008700	24617	23066	0.0009390
26.360	1765	103	1920	0.0008910	24727	23170	0.0009600
26.364	1772	104	1920	0.0008310	24839	23275	0.0009000
26.368	1779	104	1920	0.0017840	24950	23380	0.0018580
26.372	1786	105	1920	0.0009120	25062	23486	0.0009830
26.376	1824	116	1920	0.0007390	25205	23497	0.0008020
26.380	1835	32	1920	0.0008180	25216	23519	0.0008820
26.391	1760	43	1920	0.0005410	25246	23529	0.0006010
26.394	1762	51	1920	0.0005050	25249	23538	0.0005620
26.397	1777	19	1920	0.0006210	25264	23506	0.0006800
26.401	1709	43	1920	0.0005270	25195	23530	0.0005870
26.404	1762	23	1920	0.0006580	25249	23510	0.0007180
26.407	1736	51	1920	0.0005560	25223	23538	0.0006160
26.416	1752	54	1920	0.0005550	25239	23541	0.0006370
26.419	1747	57	1920	0.0005700	25234	23544	0.0006300
26.423	1782	91	1920	0.0006200	25269	23577	0.0006830
26.426	1777	63	1920	0.0005660	25263	23550	0.0006250
26.429	1759	66	1920	0.0005970	25246	23553	0.0006580
26.432	1764	103	1920	0.0006470	25251	23590	0.0007100
26.435	1795	107	1920	0.0006540	25282	23594	0.0007160
26.445	1786	74	1920	0.0026560	25273	23560	0.0027290
26.450	1732	76	1920	0.0005780	25219	23563	0.0006390
26.453	1785	78	1920	0.0007740	25272	23565	0.0008390
26.456	1798	40	1920	0.0005380	25285	23527	0.0005970
26.459	1725	83	1920	0.0006000	25212	23569	0.0006590
26.462	1770	85	1920	0.0005970	25256	23572	0.0006580
26.466	1770	43	1920	0.0005110	25257	23530	0.0005710
26.469	1769	134	1920	0.0007190	25256	23620	0.0007840
26.472	1854	91	1920	0.0006060	25340	23578	0.0006680
26.475	1756	93	1920	0.0006130	25242	23580	0.0006740
26.479	1792	95	1920	0.0006060	25278	23581	0.0006680
26.489	1779	48	1920	0.0005250	25266	23535	0.0005830
26.492	1765	148	1920	0.0007130	25252	23634	0.0007810
26.495	1846	100	1920	0.0006330	25333	23587	0.0006940
26.498	1727	102	1920	0.0006270	25214	23589	0.0006890
26.501	1756	104	1920	0.0006330	25242	23590	0.0006950
26.504	1784	105	1920	0.0006490	25271	23592	0.0007110
26.508	1813	107	1920	0.0006430	25300	23594	0.0007050
26.511	1787	54	1920	0.0005940	25274	23541	0.0006570
26.521	1760	165	1920	0.0008290	25246	23652	0.0009010
26.524	1840	112	1920	0.0006210	25327	23599	0.0006840
26.527	1810	170	1920	0.0007540	25297	23657	0.0008220
26.531	1892	115	1920	0.0006510	25379	23602	0.0007130
26.534	1744	116	1920	0.0006640	25231	23603	0.0007270
26.537	1766	118	1920	0.0008660	25253	23605	0.0009630
26.540	1788	119	1920	0.0006660	25275	23606	0.0007270
26.550	1810	121	1920	0.0006670	25297	23608	0.0007300
26.554	1832	122	1920	0.0007310	25319	23609	0.0007990
26.557	1792	62	1920	0.0007530	25279	23548	0.0008160
26.560	1751	188	1920	0.0008100	25238	23675	0.0008790
26.563	1833	127	1920	0.0007830	25320	23613	0.0008490
26.567	1854	64	1920	0.0014910	25340	23551	0.0015640
26.577	1680	129	1920	0.0006800	25167	23616	0.0007460
26.580	1828	131	1920	0.0009260	25314	23683	0.0009950
26.584	1847	132	1920	0.0007240	25399	23684	0.0007910
26.588	1732	133	1920	0.0006750	25285	23686	0.0007400
26.591	1749	135	1920	0.0006930	25301	23687	0.0007570
26.594	1765	136	1920	0.0008010	25317	23688	0.0008680
26.599	1782	137	1920	0.0006900	25334	23689	0.0007560
26.602	1798	138	1920	0.0007030	25350	23691	0.0007670
26.605	1815	140	1920	0.0007250	25367	23692	0.0007900
26.608	1831	141	1920	0.0007750	25383	23693	0.0008420
26.619	1848	142	1920	0.0007060	25400	23694	0.0007720
26.623	1864	143	1920	0.0007000	25416	23696	0.0007670
26.626	1808	72	1920	0.0005920	25360	23624	0.0015530
26.630	1750	146	1920	0.0010380	25303	23771	0.0011100
26.633	1764	147	1920	0.0007190	25390	23772	0.0007860
26.644	1853	74	1920	0.0005550	25478	23699	0.0006370
26.649	1793	149	1920	0.0009680	25419	23850	0.0010400
26.652	1807	151	1920	0.0007270	25508	23851	0.0007930
26.655	1821	152	1920	0.0009550	25522	23928	0.0010270
26.660	1835	153	1920	0.0007230	25612	23929	0.0007890
26.663	1849	154	1920	0.0009530	25625	24008	0.0011170
26.668	1863	155	1920	0.0007280	25717	24009	0.0007960
26.672	1877	156	1920	0.0009600	25731	24088	0.0010320
26.675	1812	79	1920	0.0006020	25744	24011	0.0006650
26.686	1746	159	1920	0.0007540	25678	24091	0.0008220
26.690	1757	160	1920	0.0007450	25689	24092	0.0008130
26.694	1769	161	1920	0.0007330	25701	24093	0.0008000
26.698	1780	162	1920	0.0007380	25712	24094	0.0008050
26.701	1792	163	1920	0.0007930	25724	24095	0.0008600
26.712	1804	164	1920	0.0007670	25736	24096	0.0008350
26.716	1815	165	1920	0.0016340	25747	24097	0.0017070
26.720	1827	166	1920	0.0008550	25759	24098	0.0009250
26.723	1838	167	1920	0.0007570	25771	24099	0.0008250
26.729	1850	168	1920	0.0007820	25782	24100	0.0008520
26.732	1862	169	1920	0.0007610	25794	24101	0.0043710
26.743	1873	170	1920	0.0007600	25805	24102	0.0008280
26.749	1885	171	1920	0.0007880	25817	24103	0.0008580
26.752	1896	172	1920	0.0007690	25829	24104	0.0008370
26.757	1821	87	1920	0.0005550	25753	24019	0.0006160
26.760	1745	174	1920	0.0010520	25677	24194	0.0011220
26.772	1754	175	1920	0.0007670	25774	24195	0.0008370
26.775	1852	88	1920	0.0014500	25872	24107	0.0015250
26.779	1774	177	1920	0.0011560	25794	24285	0.0012260
26.783	1784	178	1920	0.0007990	25892	24287	0.0008690
26.788	1883	89	1920	0.0006000	25991	24198	0.0006620
26.791	1804	180	1920	0.0010460	25912	24379	0.0011160
26.795	1813	181	1920	0.0017470	26012	24380	0.0018210
26.799	1823	182	1920	0.0010730	26021	24472	0.0011420
26.811	1832	183	1920	0.0008360	26122	24473	0.0009070
26.815	1842	184	1920	0.0010700	26132	24566	0.0011410
26.818	1851	185	1920	0.0008030	26233	24567	0.0008730
26.822	1861	186	1920	0.0010630	26243	24661	0.0011320
26.825	1870	187	1920	0.0007960	26346	24662	0.0008650
26.829	1880	188	1920	0.0010890	26355	24757	0.0012730
26.833	1889	189	1920	0.0011860	26459	24758	0.0012580
26.837	1899	190	1920	0.0062600	26468	24854	0.0063320
26.848	1908	191	1920	0.0008080	26573	24855	0.0008770
26.859	1918	96	1920	0.0010390	26582	24952	0.0011070
26.863	1735	96	1920	0.0006470	26591	24953	0.0008030
26.870	1743	97	1920	0.0008610	26599	25050	0.0009320
26.875	1667	102	1920	0.1496660	26620	15199	0.1508920
27.071	1689	104	1984	0.0015400	16888	15596	0.0016150
27.076	1871	98	1984	0.0011640	17363	15793	0.0012310
27.101	1833	99	1984	0.0006050	17528	15794	0.0006680
27.105	1783	99	1984	0.0008500	17479	15894	0.0009220
27.108	1890	99	1984	0.0032310	17685	16093	0.0033030
27.140	1799	100	1984	0.0006210	17793	16094	0.0006850
27.147	1807	100	1984	0.0007100	17802	16195	0.0007770
27.161	1714	101	1984	0.0009510	17809	16296	0.0010240
27.164	1722	101	1984	0.0008190	17917	16398	0.0008890
27.167	1729	101	1984	0.0008110	18026	16500	0.0008800
27.182	1736	102	1984	0.0008050	18135	16603	0.0008770
27.186	1743	102	1984	0.0009250	18244	16706	0.0009950
27.189	1750	103	1984	0.0008150	18354	16810	0.0010100
27.208	1757	103	1984	0.0008570	18464	16914	0.0009250
27.220	1765	103	1984	0.0007990	18575	17018	0.0008650
27.227	1772	104	1984	0.0007230	18686	17123	0.0008620
27.236	1779	104	1984	0.0008060	18798	17228	0.0008730
27.253	1786	105	1984	0.0008300	18910	17334	0.0009000
27.263	1889	116	1984	0.0005750	19118	17345	0.0006350
27.272	1902	33	1984	0.0006310	19131	17367	0.0006930
27.287	1819	14	1984	0.0004120	19153	17349	0.0004690
27.296	1788	35	1984	0.0004380	19123	17369	0.0004940
27.312	1815	60	1984	0.0004900	19149	17394	0.0005510
27.321	1848	66	1984	0.0005880	19182	17401	0.0006500
27.324	1845	72	1984	0.0005670	19179	17407	0.0006270
27.337	1846	52	1984	0.0004740	19180	17386	0.0005330
27.357	1842	83	1984	0.0004930	19177	17418	0.0005520
27.365	1870	59	1984	0.0004620	19204	17393	0.0005180
27.377	1820	93	1984	0.0005240	19155	17427	0.0005830
27.381	1878	97	1984	0.0005410	19212	17431	0.0006020
27.384	1863	34	1984	0.0005020	19197	17368	0.0005620
27.388	1803	105	1984	0.0006110	19137	17440	0.0006750
27.400	1870	36	1984	0.0004640	19204	17371	0.0005220
27.417	1826	37	1984	0.0004570	19160	17372	0.0005160
27.422	1771	78	1984	0.0004980	19105	17412	0.0005570
27.427	1824	80	1984	0.0006180	19158	17414	0.0006800
27.435	1836	41	1984	0.0004500	19170	17375	0.0005070
27.447	1761	84	1984	0.0005330	19095	17419	0.0005920
27.453	1805	87	1984	0.0006440	19139	17421	0.0007070
27.464	1849	89	1984	0.0005540	19184	17423	0.0006140
27.477	1848	45	1984	0.0005460	19182	17380	0.0006080
27.485	1752	93	1984	0.0005430	19086	17427	0.0006040
27.499	1883	142	1984	0.0006120	19217	17476	0.0006750
27.505	1922	48	1984	0.0005200	19256	17382	0.0005810
27.514	1814	49	1984	0.0005440	19149	17383	0.0006050
27.522	1799	151	1984	0.0006400	19133	17485	0.0007030
27.532	1882	102	1984	0.0005020	19216	17436	0.0005590
27.536	1864	156	1984	0.0006510	19198	17490	0.0007170
27.544	1948	106	1984	0.0005430	19282	17440	0.0006030
27.553	1820	107	1984	0.0006650	19155	17442	0.0007270
27.557	1849	109	1984	0.0006250	19183	17443	0.0006880
27.560	1878	111	1984	0.0006180	19212	17445	0.0006790
27.564	1850	56	1984	0.0004770	19184	17390	0.0005340
27.567	1820	171	1984	0.0007400	19155	17505	0.0008070
27.570	1903	116	1984	0.0006240	19237	17450	0.0006860
27.574	1871	176	1984	0.0007620	19205	17510	0.0008300
27.577	1955	119	1984	0.0006410	19289	17453	0.0007290
27.587	1801	120	1984	0.0006190	19135	17455	0.0006820
27.590	1823	122	1984	0.0006350	19157	17456	0.0006970
27.594	1845	123	1984	0.0005810	19179	17458	0.0006430
27.598	1867	125	1984	0.0006090	19202	17459	0.0006720
27.601	1889	126	1984	0.0006780	19224	17461	0.0007420
27.604	1912	128	1984	0.0006410	19246	17462	0.0007050
27.607	1869	64	1984	0.0005540	19203	17399	0.0006130
27.615	1825	130	1984	0.0008080	19159	17530	0.0008800
27.618	1844	132	1984	0.0006720	19244	17532	0.0008180
27.625	1863	133	1984	0.0008300	19263	17600	0.0009030
27.628	1882	135	1984	0.0007790	19349	17601	0.0008800
27.632	1902	136	1984	0.0008280	19368	17671	0.0008980
27.635	1921	137	1984	0.0007760	19456	17672	0.0008430
27.645	1801	139	1984	0.0007930	19336	17673	0.0008630
27.648	1817	140	1984	0.0006820	19352	17675	0.0007450
27.651	1834	141	1984	0.0007650	19369	17676	0.0008320
27.655	1850	142	1984	0.0006840	19385	17677	0.0007490
27.658	1867	144	1984	0.0007010	19401	17678	0.0007650
27.663	1883	145	1984	0.0006860	19418	17680	0.0007530
27.673	1900	146	1984	0.0007910	19434	17681	0.0008590
27.676	1916	147	1984	0.0006920	19451	17682	0.0007570
27.680	1933	149	1984	0.0006840	19467	17684	0.0007510
27.683	1874	75	1984	0.0005730	19408	17610	0.0006320
27.686	1814	151	1984	0.0008930	19348	17762	0.0009640
27.691	1828	152	1984	0.0006050	19438	17763	0.0006670
27.694	1919	77	1984	0.0005680	19529	17687	0.0006270
27.697	1857	155	1984	0.0008630	19467	17843	0.0009360
27.701	1871	156	1984	0.0017480	19559	17844	0.0018210
27.707	1885	157	1984	0.0009050	19573	17924	0.0009770
27.718	1898	158	1984	0.0006900	19665	17925	0.0007590
27.722	1912	159	1984	0.0009030	19679	18006	0.0009750
27.726	1926	161	1984	0.0007040	19773	18007	0.0007700
27.729	1940	162	1984	0.0009630	19787	18089	0.0010340
27.732	1872	81	1984	0.0005910	19800	18009	0.0006510
27.736	1804	164	1984	0.0007260	19731	18092	0.0007920
27.739	1815	165	1984	0.0007230	19743	18093	0.0007900
27.749	1827	166	1984	0.0007300	19755	18094	0.0007970
27.753	1838	167	1984	0.0009770	19766	18095	0.0010480
27.756	1850	168	1984	0.0007330	19778	18096	0.0007990
27.760	1862	169	1984	0.0007450	19789	18097	0.0008140
27.763	1873	170	1984	0.0007060	19801	18098	0.0007710
27.767	1885	171	1984	0.0007430	19813	18099	0.0008120
27.777	1896	172	1984	0.0008590	19824	18100	0.0009310
27.780	1908	173	1984	0.0007880	19836	18101	0.0008570
27.784	1920	174	1984	0.0007500	19847	18102	0.0008160
27.787	1931	176	1984	0.0007620	19859	18103	0.0008290
27.791	1943	177	1984	0.0007580	19871	18104	0.0008250
27.794	1954	178	1984	0.0008500	19882	18105	0.0009180
27.805	1966	179	1984	0.0008560	19894	18106	0.0009270
27.808	1888	90	1984	0.0005930	19815	18017	0.0006540
27.812	1808	181	1984	0.0009240	19736	18199	0.0009930
27.815	1818	182	1984	0.0007860	19836	18200	0.0008540
27.819	1919	91	1984	0.0006000	19937	18109	0.0006600
27.822	1838	184	1984	0.0010140	19856	18294	0.0010850
27.826	1847	185	1984	0.0007750	19957	18295	0.0008420
27.829	1950	93	1984	0.0006090	20060	18203	0.0006710
27.833	1867	187	1984	0.0010580	19977	18390	0.0011280
27.836	1877	188	1984	0.0059170	20080	18391	0.0059920
27.847	1886	188	1984	0.0009840	20090	18487	0.0010550
27.851	1896	189	1984	0.0007780	20194	18488	0.0008480
27.854	1905	190	1984	0.0010160	20203	18584	0.0010870
27.858	1915	191	1984	0.0007870	20308	18585	0.0008560
27.862	1924	96	1984	0.0010320	20318	18682	0.0011030
27.872	1837	96	1984	0.0006760	20423	18780	0.0007400
27.875	1846	97	1984	0.0010580	20529	18975	0.0011280
27.879	1855	97	1984	0.0008360	20733	19073	0.0009090
27.883	1864	98	1984	0.0010520	20840	19270	0.0011230
27.887	1873	98	1984	0.0007840	21045	19369	0.0008540
27.891	1882	99	1984	0.0010760	21153	19568	0.0011460
27.901	1792	99	1984	0.0007180	21261	19568	0.0007830
27.905	1800	100	1984	0.0011010	21269	19669	0.0011720
27.908	1707	100	1984	0.0008440	21276	19770	0.0009140
27.912	1714	101	1984	0.0007730	21384	19871	0.0008390
27.915	1722	101	1984	0.0008470	21492	19973	0.0009160
27.919	1729	101	1984	0.0008170	21601	20075	0.0008850
27.922	1736	102	1984	0.0008290	21710	20178	0.0008980
27.926	1743	102	1984	0.0008320	21819	20281	0.0009000
27.929	1750	103	1984	0.0008320	21929	20385	0.0009000
27.933	1757	103	1984	0.0059710	22039	20489	0.0060440
27.943	1765	103	1984	0.0008470	22150	20593	0.0009170
27.947	1772	104	1984	0.0008460	22261	20698	0.0009160
27.950	1779	104	1984	0.0008090	22373	20803	0.0008750
27.954	1786	105	1984	0.0009510	22485	20908	0.0010210
27.958	1889	116	1984	0.0007180	22693	20920	0.0007770
27.961	1902	33	1984	0.0008490	22706	20942	0.0009150
27.964	1819	14	1984	0.0004830	22728	20924	0.0005420
27.974	1788	35	1984	0.0005220	22697	20944	0.0005820
27.977	1815	60	1984	0.0005950	22724	20969	0.0006570
27.981	1848	66	1984	0.0005290	22757	20976	0.0005900
27.984	1845	72	1984	0.0005770	22754	20982	0.0006360
27.987	1846	52	1984	0.0005420	22755	20961	0.0006020
27.990	1842	83	1984	0.0005880	22752	20992	0.0006480
27.993	1870	59	1984	0.0005790	22779	20968	0.0006390
28.003	1820	93	1984	0.0006130	22730	21002	0.0006770
28.006	1878	97	1984	0.0006320	22787	21006	0.0006940
28.010	1863	34	1984	0.0004840	22772	20943	0.0005420
28.013	1803	105	1984	0.0006610	22712	21015	0.0007250
28.016	1870	36	1984	0.0005140	22779	20946	0.0005720
28.020	1826	37	1984	0.0005200	22735	20947	0.0005810
28.023	1771	78	1984	0.0005810	22680	20987	0.0006400
28.033	1824	80	1984	0.0006160	22733	20989	0.0006790
28.036	1836	41	1984	0.0005230	22745	20950	0.0005830
28.040	1761	84	1984	0.0005930	22670	20994	0.0006550
28.043	1805	87	1984	0.0005920	22714	20996	0.0006520
28.046	1849	89	1984	0.0006070	22759	20998	0.0006690
28.049	1848	45	1984	0.0005270	22757	20954	0.0005870
28.052	1752	93	1984	0.0006130	22661	21002	0.0007140
28.063	1883	142	1984	0.0006920	22792	21051	0.0007590
28.066	1922	48	1984	0.0005380	22831	20957	0.0006000
28.070	1814	49	1984	0.0005140	22724	20958	0.0005730
28.073	1799	151	1984	0.0007630	22708	21060	0.0008300
28.076	1882	102	1984	0.0014600	22791	21011	0.0016120
28.080	1864	156	1984	0.0007600	22773	21065	0.0008340
28.091	1948	106	1984	0.0006050	22857	21015	0.0006680
28.094	1820	107	1984	0.0007850	22729	21017	0.0008540
28.098	1849	109	1984	0.0006270	22758	21018	0.0006910
28.102	1878	111	1984	0.0006230	22787	21020	0.0006850
28.105	1850	56	1984	0.0005790	22759	20965	0.0006390
28.110	1820	171	1984	0.0007270	22730	21080	0.0007930
28.114	1903	116	1984	0.0006080	22812	21025	0.0006690
28.118	1871	176	1984	0.0008370	22780	21085	0.0009040
28.121	1955	119	1984	0.0006460	22864	21028	0.0007830
28.125	1801	120	1984	0.0074750	22710	21030	0.0075480
28.138	1823	122	1984	0.0006400	22732	21031	0.0007030
28.141	1845	123	1984	0.0007940	22754	21033	0.0008620
28.144	1867	125	1984	0.0006690	22777	21034	0.0007330
28.148	1889	126	1984	0.0006950	22799	21035	0.0007620
28.159	1912	128	1984	0.0006540	22821	21037	0.0007200
