gc_iter	gc_defnew_start	gc_defnew_end	gc_defnew_all	gc_paus_time	gc_start_occ	gc_end_occ	gc_main_paus_time	
22.755	1554	146	1728	0.0007030	24365	22958	0.0007700
22.758	1628	99	1728	0.0006210	24439	22911	0.0006830
22.761	1604	151	1728	0.0075080	24416	22962	0.0075780
22.771	1680	102	1728	0.0006300	24492	22914	0.0006930
22.774	1551	104	1728	0.0005990	24362	22915	0.0006600
22.777	1573	105	1728	0.0006460	24385	22917	0.0007120
22.780	1595	107	1728	0.0006420	24407	22918	0.0007050
22.783	1617	108	1728	0.0012440	24429	22920	0.0014880
22.787	1639	110	1728	0.0006240	24451	22921	0.0006860
22.790	1606	55	1728	0.0006350	24417	22867	0.0006970
22.792	1571	169	1728	0.0007960	24382	22980	0.0008640
22.796	1646	114	1728	0.0006440	24458	22925	0.0007070
22.805	1609	173	1728	0.0007630	24421	22984	0.0008320
22.808	1686	116	1728	0.0006530	24498	22928	0.0007160
22.812	1648	177	1728	0.0007770	24459	22988	0.0008460
22.815	1666	59	1728	0.0005280	24478	22871	0.0005880
22.818	1565	120	1728	0.0006620	24377	22932	0.0007250
22.821	1582	122	1728	0.0006890	24393	22933	0.0007540
22.824	1598	123	1728	0.0007320	24410	22935	0.0007970
22.834	1614	124	1728	0.0006270	24426	22936	0.0006900
22.837	1631	126	1728	0.0006740	24442	22937	0.0007650
22.840	1647	127	1728	0.0008880	24459	22938	0.0009570
22.844	1599	64	1728	0.0005170	24411	22875	0.0005760
22.847	1550	129	1728	0.0008570	24362	23006	0.0009260
22.850	1564	130	1728	0.0006870	24441	23007	0.0007510
22.853	1644	66	1728	0.0006110	24521	22942	0.0006730
22.856	1593	133	1728	0.1865930	24470	13880	0.1876470
23.047	1493	139	1792	0.0012670	15373	14086	0.0013410
23.077	1737	192	1792	0.0015550	15684	14308	0.0016270
23.081	1689	136	1792	0.0010570	15806	14309	0.0011280
23.084	1716	69	1792	0.0006540	15889	14242	0.0007160
23.087	1662	138	1792	0.0008290	15835	14381	0.0008990
23.110	1679	82	1792	0.0008680	15922	14325	0.0009310
23.113	1561	153	1792	0.0008050	15803	14396	0.0008730
23.117	1715	142	1792	0.0077110	15957	14468	0.0077850
23.127	1716	143	1792	0.0007050	16042	14469	0.0007700
23.130	1730	144	1792	0.0008600	16056	14543	0.0009300
23.166	1682	146	1792	0.0008770	16080	14617	0.0009490
23.170	1684	73	1792	0.0005830	16155	14545	0.0006430
23.172	1623	147	1792	0.0007190	16095	14620	0.0007860
23.176	1634	149	1792	0.0007440	16106	14621	0.0008090
23.179	1646	150	1792	0.0006920	16118	14622	0.0007570
23.182	1657	151	1792	0.0006750	16129	14623	0.0007390
23.185	1669	152	1792	0.0008160	16141	14624	0.0008830
23.188	1681	153	1792	0.0270210	16153	14625	0.0270960
23.228	1692	154	1792	0.0007010	16164	14626	0.0008020
23.239	1704	155	1792	0.0006080	16176	14627	0.0006720
23.250	1715	156	1792	0.0006700	16188	14628	0.0007340
23.254	1727	157	1792	0.0006040	16199	14629	0.0006670
23.267	1739	158	1792	0.0006140	16211	14630	0.0006790
23.278	1750	159	1792	0.0007410	16222	14631	0.0008070
23.282	1682	80	1792	0.0005790	16154	14552	0.0006400
23.286	1612	161	1792	0.0007300	16084	14714	0.0007950
23.300	1621	162	1792	0.0006560	16174	14715	0.0007190
23.306	1713	81	1792	0.0005600	16265	14634	0.0006220
23.334	1641	164	1792	0.0009640	16194	14799	0.0010360
23.339	1651	165	1792	0.0006520	16286	14800	0.0007150
23.346	1744	83	1792	0.0004900	16379	14718	0.0005480
23.360	1671	167	1792	0.0007790	16306	14886	0.0008460
23.376	1680	168	1792	0.0008740	16399	14887	0.0009470
23.385	1690	169	1792	0.0008150	16409	14972	0.0008830
23.389	1699	170	1792	0.0009380	16503	14973	0.0010070
23.394	1709	171	1792	0.0008480	16512	15060	0.0009180
23.410	1718	172	1792	0.0006570	16607	15061	0.0007210
23.413	1728	173	1792	0.0009230	16617	15148	0.0009920
23.421	1737	174	1792	0.0006550	16713	15149	0.0007200
23.426	1747	174	1792	0.0008090	16722	15237	0.0008760
23.435	1756	176	1792	0.0007140	16819	15238	0.0007780
23.447	1766	176	1792	0.0008070	16829	15328	0.0008750
23.451	1775	177	1792	0.0007550	16927	15329	0.0008210
23.458	1606	178	1792	0.0007630	16757	15330	0.0008290
23.471	1614	179	1792	0.0006620	16765	15330	0.0007270
23.478	1621	180	1792	0.0006720	16773	15331	0.0007350
23.485	1629	181	1792	0.0007940	16780	15332	0.0008620
23.494	1636	182	1792	0.0007170	16788	15333	0.0007830
23.517	1644	183	1792	0.0007820	16795	15334	0.0009320
23.525	1652	183	1792	0.0007770	16803	15335	0.0008440
23.528	1659	184	1792	0.0008060	16810	15335	0.0008750
23.537	1667	185	1792	0.0006860	16818	15336	0.0007530
23.540	1674	186	1792	0.0007740	16826	15337	0.0008710
23.544	1682	187	1792	0.0008390	16833	15338	0.0009090
23.547	1690	188	1792	0.0007900	16841	15339	0.0008610
23.561	1697	188	1792	0.0007950	16848	15340	0.0008640
23.574	1705	189	1792	0.0008030	16856	15341	0.0008710
23.581	1712	190	1792	0.0007770	16864	15341	0.0008440
23.588	1720	191	1792	0.0008030	16871	15342	0.0008710
23.599	1728	96	1792	0.0008150	16879	15343	0.0008830
23.610	1639	96	1792	0.0007360	16886	15440	0.0008040
23.622	1646	97	1792	0.0007160	16990	15537	0.0007810
23.629	1653	97	1792	0.0007740	17094	15635	0.0008460
23.644	1661	97	1792	0.0008340	17199	15733	0.0009040
23.651	1668	98	1792	0.0006820	17304	15832	0.0007470
23.657	1675	98	1792	0.0008070	17409	15931	0.0009050
23.667	1682	99	1792	0.0006930	17515	16031	0.0007580
23.670	1689	99	1792	0.0007780	17621	16131	0.0008460
23.676	1696	99	1792	0.0007150	17728	16231	0.0007830
23.689	1603	100	1792	0.0006630	17735	16231	0.0007290
23.695	1610	100	1792	0.0008810	17741	16433	0.0009480
23.711	1515	101	1792	0.0007380	17848	16535	0.0008050
23.717	1622	101	1792	0.0005950	18056	16535	0.0006580
23.720	1628	101	1792	0.0011870	18062	16739	0.0012960
23.724	1532	102	1792	0.0008960	18170	16842	0.0009660
23.739	1640	102	1792	0.0005600	18380	16842	0.0006210
23.742	1647	103	1792	0.0010540	18387	17048	0.0011250
23.751	1550	103	1792	0.0008270	18495	17152	0.0008930
23.760	1659	103	1792	0.0005680	18708	17153	0.0006290
23.768	1665	104	1792	0.0011620	18714	17361	0.0012330
23.782	1567	104	1792	0.0007040	18824	17466	0.0007690
23.785	1677	105	1792	0.0006350	19039	17467	0.0006990
23.790	1684	105	1792	0.0009370	19046	17677	0.0010060
23.794	1698	113	1792	0.0006920	19271	17685	0.0007550
23.798	1710	23	1792	0.0006280	19283	17701	0.0006920
23.801	1614	15	1792	0.0004660	19292	17693	0.0005250
23.803	1587	34	1792	0.0005090	19265	17713	0.0005690
23.811	1597	39	1792	0.0005080	19275	17717	0.0005700
23.814	1613	43	1792	0.0005220	19291	17721	0.0005830
23.819	1628	70	1792	0.0004960	19306	17748	0.0005540
23.825	1658	25	1792	0.0004400	19336	17703	0.0004980
23.828	1616	53	1792	0.0005380	19295	17731	0.0005990
23.836	1599	56	1792	0.0004700	19277	17734	0.0005290
23.838	1655	29	1792	0.0004950	19333	17707	0.0005550
23.841	1614	31	1792	0.0006200	19293	17709	0.0006810
23.851	1590	64	1792	0.0005630	19268	17742	0.0006200
23.854	1653	67	1792	0.0005530	19331	17745	0.0006130
23.856	1646	104	1792	0.0006130	19324	17782	0.0006750
23.861	1703	36	1792	0.0004470	19381	17714	0.0005040
23.865	1614	111	1792	0.0005920	19292	17789	0.0006530
23.874	1700	76	1792	0.0004960	19378	17754	0.0005840
23.877	1632	78	1792	0.0006900	19310	17756	0.0007560
23.886	1677	80	1792	0.0005360	19355	17759	0.0005980
23.888	1679	41	1792	0.0005050	19358	17719	0.0005650
23.891	1595	84	1792	0.0006790	19273	17763	0.0007430
23.894	1631	86	1792	0.0005810	19309	17764	0.0006410
23.901	1667	88	1792	0.0006350	19346	17766	0.0006960
23.909	1658	45	1792	0.0004530	19336	17723	0.0005120
23.912	1555	92	1792	0.0005960	19233	17770	0.0006570
23.915	1677	140	1792	0.0006830	19356	17819	0.0007490
23.918	1709	48	1792	0.0005030	19387	17726	0.0005610
23.921	1645	97	1792	0.0006210	19323	17775	0.0006840
23.924	1673	99	1792	0.0006030	19351	17777	0.0006630
23.927	1651	50	1792	0.0005090	19330	17728	0.0005680
23.930	1628	153	1792	0.0007120	19306	17831	0.0007780
23.933	1704	104	1792	0.0006540	19383	17782	0.0007170
23.943	1679	158	1792	0.0007020	19357	17836	0.0008360
23.946	1757	107	1792	0.0006180	19435	17785	0.0006810
23.949	1620	108	1792	0.0006020	19299	17786	0.0006640
23.953	1643	110	1792	0.0006390	19321	17788	0.0007020
23.956	1665	111	1792	0.0006200	19343	17789	0.0006820
23.966	1687	113	1792	0.0005580	19365	17791	0.0006200
23.969	1709	114	1792	0.0006070	19387	17792	0.0006700
23.972	1673	58	1792	0.0005470	19351	17736	0.0006070
23.975	1636	176	1792	0.0007380	19314	17854	0.0008060
23.978	1714	118	1792	0.0006400	19392	17796	0.0007040
23.981	1674	180	1792	0.0007740	19352	17858	0.0008400
23.984	1753	121	1792	0.0006430	19432	17799	0.0007390
23.995	1713	184	1792	0.0008310	19391	17862	0.0009010
23.999	1731	62	1792	0.0005530	19409	17740	0.0006130
24.002	1625	125	1792	0.0006540	19304	17803	0.0007180
24.005	1642	126	1792	0.0006770	19320	17805	0.0007400
24.007	1658	128	1792	0.0007600	19336	17806	0.0008250
24.011	1675	129	1792	0.0006150	19353	17807	0.0006770
24.014	1691	130	1792	0.0006640	19369	17808	0.0007260
24.017	1708	131	1792	0.0009440	19386	17810	0.0010150
24.020	1724	133	1792	0.0006630	19402	17811	0.0007270
24.023	1673	67	1792	0.0005690	19351	17745	0.0006300
24.033	1621	135	1792	0.0008820	19299	17881	0.0009530
24.037	1635	136	1792	0.0007090	19381	17882	0.0007740
24.040	1718	69	1792	0.0005740	19464	17814	0.0006350
24.043	1664	139	1792	0.0008350	19410	17954	0.0009050
24.046	1678	140	1792	0.0006870	19494	17955	0.0007510
24.049	1692	141	1792	0.0008790	19508	18027	0.0009490
24.052	1706	142	1792	0.0007130	19592	18028	0.0007800
24.063	1720	143	1792	0.0008570	19606	18101	0.0009290
24.066	1734	145	1792	0.0006870	19692	18103	0.0007520
24.069	1602	146	1792	0.0006900	19560	18104	0.0007540
24.072	1613	147	1792	0.0007130	19571	18105	0.0007780
24.075	1625	148	1792	0.0006870	19583	18106	0.0007530
24.078	1637	149	1792	0.0006970	19595	18107	0.0007620
24.088	1648	150	1792	0.0006180	19606	18108	0.0006820
24.091	1660	151	1792	0.0007020	19618	18109	0.0007690
24.094	1671	152	1792	0.0007050	19629	18110	0.0007710
24.097	1683	153	1792	0.0006920	19641	18111	0.0007570
24.100	1695	154	1792	0.0009530	19653	18112	0.0010240
24.104	1706	155	1792	0.0007150	19664	18113	0.0007810
24.107	1718	156	1792	0.0007110	19676	18114	0.0007780
24.111	1729	157	1792	0.0006830	19687	18115	0.0007460
24.121	1741	158	1792	0.0008310	19699	18116	0.0008990
24.124	1753	159	1792	0.0008310	19711	18117	0.0009480
24.127	1684	80	1792	0.0005910	19642	18038	0.0006510
24.131	1614	161	1792	0.0009180	19572	18200	0.0009890
24.134	1623	162	1792	0.0008290	19662	18201	0.0008970
24.137	1715	81	1792	0.0006400	19754	18120	0.0007020
24.140	1644	164	1792	0.0009470	19682	18285	0.0010170
24.143	1653	165	1792	0.0007320	19774	18286	0.0007970
24.147	1746	83	1792	0.0005900	19867	18204	0.0006510
24.149	1673	167	1792	0.0009390	19794	18372	0.0010110
24.153	1683	168	1792	0.0007630	19887	18373	0.0008320
24.156	1692	169	1792	0.0009170	19897	18459	0.0082420
24.167	1701	170	1792	0.0008470	19991	18460	0.0009170
24.170	1711	171	1792	0.0009530	20001	18546	0.0010240
24.174	1720	172	1792	0.0008390	20096	18547	0.0009090
24.177	1730	173	1792	0.0009970	20105	18635	0.0010670
24.180	1739	174	1792	0.0007610	20201	18636	0.0008290
24.183	1749	175	1792	0.0010840	20211	18724	0.0011520
24.194	1758	176	1792	0.0008170	20308	18725	0.0008870
24.198	1768	177	1792	0.0009080	20317	18815	0.0009770
24.201	1688	89	1792	0.0006220	20326	18727	0.0007290
24.204	1608	179	1792	0.0007650	20246	18817	0.0008320
24.207	1616	179	1792	0.0007740	20254	18817	0.0008410
24.210	1623	180	1792	0.0008200	20261	18818	0.0008900
24.213	1631	181	1792	0.0069730	20269	18819	0.0070480
24.223	1638	182	1792	0.0007720	20276	18820	0.0008410
24.226	1646	183	1792	0.0007680	20284	18821	0.0008350
24.229	1654	184	1792	0.0008150	20292	18822	0.0008840
24.232	1661	184	1792	0.0007840	20299	18823	0.0008520
24.235	1669	185	1792	0.0007820	20307	18823	0.0008490
24.239	1676	186	1792	0.0008620	20314	18824	0.0009350
24.242	1684	187	1792	0.0007810	20322	18825	0.0008490
24.245	1691	188	1792	0.0070830	20330	18826	0.0071550
24.254	1699	189	1792	0.0007930	20337	18827	0.0008610
24.258	1707	189	1792	0.0007010	20345	18828	0.0007670
24.262	1714	190	1792	0.0007770	20352	18828	0.0008430
24.265	1722	191	1792	0.0008310	20360	18829	0.0009010
24.268	1729	96	1792	0.0008040	20368	18830	0.0008710
24.271	1641	96	1792	0.0008020	20375	18927	0.0008710
24.275	1648	97	1792	0.0007820	20479	19025	0.0008510
24.278	1655	97	1792	0.0008070	20583	19123	0.0008760
24.281	1662	97	1792	0.0008110	20688	19221	0.0009050
24.284	1670	98	1792	0.0012790	20793	19320	0.0013500
24.295	1677	98	1792	0.0008120	20899	19419	0.0008820
24.299	1684	99	1792	0.0008220	21004	19519	0.0008920
24.303	1691	99	1792	0.0008070	21111	19619	0.0008780
24.307	1698	100	1792	0.0008570	21218	19719	0.0010110
24.310	1605	100	1792	0.0008610	21224	19719	0.0009280
24.313	1611	100	1792	0.0010580	21231	19921	0.0011300
24.317	1516	101	1792	0.0081850	21337	20023	0.0082580
24.327	1623	101	1792	0.0006500	21546	20023	0.0007130
24.330	1630	101	1792	0.0010680	21552	20227	0.0011390
24.334	1534	102	1792	0.0008190	21660	20330	0.0008860
24.337	1642	102	1792	0.0006580	21870	20331	0.0007200
24.340	1648	103	1792	0.0012180	21877	20537	0.0012890
24.344	1551	103	1792	0.0009100	21986	20641	0.0009860
24.354	1661	104	1792	0.0006490	22199	20642	0.0007140
24.358	1667	104	1792	0.0010200	22205	20850	0.0010880
24.361	1569	104	1792	0.0008970	22315	20955	0.0009650
24.364	1679	105	1792	0.0006610	22530	20956	0.0007240
24.367	1686	105	1792	0.0010900	22537	21167	0.0011600
24.371	1703	114	1792	0.0007170	22765	21176	0.0007780
24.380	1711	12	1792	0.0007250	22773	21180	0.0007860
24.383	1603	15	1792	0.0004880	22770	21183	0.0005470
24.386	1586	36	1792	0.0004810	22754	21203	0.0005380
24.389	1631	20	1792	0.0004860	22798	21187	0.0005440
24.392	1618	66	1792	0.0005470	22785	21234	0.0006080
24.395	1644	71	1792	0.0005740	22811	21239	0.0006340
24.398	1668	77	1792	0.0005590	22835	21244	0.0006180
24.400	1671	81	1792	0.0006900	22839	21249	0.0007540
24.403	1654	86	1792	0.0005960	22821	21253	0.0006570
24.406	1680	60	1792	0.0005560	22848	21227	0.0006150
24.409	1637	31	1792	0.0004870	22804	21199	0.0005460
24.412	1611	65	1792	0.0005740	22778	21233	0.0006360
24.421	1640	34	1792	0.0005340	22807	21201	0.0005950
24.424	1596	70	1792	0.0006560	22764	21238	0.0007190
24.427	1649	72	1792	0.0005660	22817	21240	0.0006280
24.430	1665	37	1792	0.0005210	22833	21205	0.0005810
24.432	1601	77	1792	0.0005770	22769	21244	0.0006780
24.435	1646	79	1792	0.0005740	22813	21246	0.0006360
24.438	1649	40	1792	0.0005280	22817	21208	0.0005870
24.441	1567	83	1792	0.0006110	22735	21250	0.0006720
24.450	1603	85	1792	0.0006810	22771	21252	0.0007450
24.453	1639	87	1792	0.0006300	22807	21254	0.0006940
24.456	1675	89	1792	0.0006010	22843	21256	0.0006620
24.459	1666	45	1792	0.0005290	22834	21213	0.0005900
24.462	1562	92	1792	0.0006010	22730	21260	0.0006640
24.465	1685	141	1792	0.0007020	22853	21309	0.0007660
24.468	1716	48	1792	0.0005370	22884	21215	0.0005970
24.477	1603	49	1792	0.0005680	22770	21216	0.0006300
24.479	1631	49	1792	0.0005410	22798	21217	0.0006010
24.482	1608	151	1792	0.0007190	22775	21319	0.0007850
24.486	1684	102	1792	0.0006170	22851	21270	0.0006800
24.489	1658	156	1792	0.0007750	22826	21323	0.0008420
24.492	1736	106	1792	0.0006290	22903	21273	0.0006910
24.495	1602	107	1792	0.0006270	22769	21274	0.0006900
24.498	1624	108	1792	0.0006170	22791	21276	0.0006790
24.501	1646	110	1792	0.0007080	22813	21277	0.0007730
24.504	1668	111	1792	0.0006430	22835	21279	0.0007070
24.507	1690	113	1792	0.0007440	22858	21280	0.0008080
24.517	1712	114	1792	0.0006540	22880	21282	0.0007230
24.520	1676	58	1792	0.0005670	22844	21225	0.0006250
24.523	1639	176	1792	0.0007660	22806	21343	0.0008360
24.526	1717	119	1792	0.0006590	22884	21286	0.0007220
24.529	1677	180	1792	0.0008240	22845	21348	0.0008930
24.532	1757	121	1792	0.0006660	22924	21289	0.0007300
24.536	1716	184	1792	0.0007420	22883	21352	0.0008110
24.545	1734	62	1792	0.0005580	22901	21229	0.0006190
24.548	1628	125	1792	0.0006720	22796	21293	0.0007350
24.551	1645	127	1792	0.0006660	22812	21294	0.0007300
24.554	1661	128	1792	0.0007200	22829	21295	0.0007870
24.557	1677	129	1792	0.0006620	22845	21297	0.0007250
24.560	1694	130	1792	0.0006750	22861	21298	0.0007610
24.563	1710	132	1792	0.0006820	22878	21299	0.0007470
24.573	1727	133	1792	0.0007010	22894	21300	0.0007660
24.576	1676	67	1792	0.0005880	22843	21234	0.0006490
24.579	1624	135	1792	0.0008260	22791	21371	0.0008940
24.582	1638	137	1792	0.0006810	22873	21372	0.0007440
24.586	1721	69	1792	0.0005670	22956	21304	0.0006290
24.588	1667	139	1792	0.0010820	22902	21444	0.0011540
24.592	1681	140	1792	0.0006960	22986	21445	0.0007620
24.595	1695	141	1792	0.0008600	23000	21517	0.0009290
24.598	1709	142	1792	0.0007030	23084	21518	0.0007680
24.601	1723	143	1792	0.0008580	23098	21591	0.0009260
24.605	1736	145	1792	0.0072330	23184	21593	0.0073060
24.614	1604	146	1792	0.0007140	23052	21594	0.0007790
24.617	1616	147	1792	0.0007020	23064	21595	0.0007670
24.620	1627	148	1792	0.0007160	23075	21596	0.0007830
24.623	1639	149	1792	0.0007750	23087	21597	0.0008410
24.626	1651	150	1792	0.0007800	23098	21598	0.0008470
24.629	1662	151	1792	0.0007140	23110	21599	0.0007780
24.632	1674	152	1792	0.0072380	23122	21600	0.0073110
24.642	1685	153	1792	0.0007250	23133	21601	0.0007920
24.645	1697	154	1792	0.0007070	23145	21602	0.0008130
24.648	1709	155	1792	0.0008670	23156	21603	0.0009350
24.652	1720	156	1792	0.0007230	23168	21604	0.0007880
24.655	1732	157	1792	0.0007290	23180	21605	0.0007930
24.658	1743	158	1792	0.0007370	23191	21606	0.0008030
24.662	1755	160	1792	0.0007000	23203	21607	0.0007650
24.665	1686	80	1792	0.0006310	23134	21528	0.0006920
24.668	1616	161	1792	0.0009020	23064	21690	0.0009720
24.671	1626	162	1792	0.0007500	23154	21691	0.0008150
24.674	1717	82	1792	0.0071820	23246	21610	0.0072560
24.684	1646	164	1792	0.0009580	23174	21776	0.0010280
24.687	1655	165	1792	0.0007550	23266	21777	0.0008240
24.691	1748	83	1792	0.0005960	23359	21694	0.0006600
24.694	1675	167	1792	0.0009750	23286	21862	0.0010450
24.697	1685	168	1792	0.0007890	23380	21863	0.0008580
24.700	1694	169	1792	0.0009730	23389	21949	0.0010440
24.703	1704	170	1792	0.0008520	23483	21950	0.0009200
24.713	1713	171	1792	0.0009650	23493	22037	0.0010370
24.717	1723	172	1792	0.0007830	23588	22038	0.0008510
24.720	1732	173	1792	0.0009870	23598	22125	0.0010580
24.723	1742	174	1792	0.0008840	23694	22126	0.0009510
24.727	1751	175	1792	0.0009930	23703	22215	0.0010630
24.730	1761	176	1792	0.0007800	23801	22216	0.0008470
24.740	1770	177	1792	0.0008240	23810	22306	0.0009180
24.743	1690	89	1792	0.0006340	23819	22218	0.0006940
24.746	1610	179	1792	0.0007810	23739	22307	0.0008490
24.750	1617	180	1792	0.0007440	23746	22308	0.0008090
24.753	1625	180	1792	0.0008270	23754	22309	0.0009260
24.756	1633	181	1792	0.0008700	23761	22310	0.0009420
24.759	1640	182	1792	0.0007580	23769	22311	0.0008260
24.769	1648	183	1792	0.0008130	23777	22312	0.0008840
24.772	1655	184	1792	0.0007980	23784	22313	0.0008640
24.775	1663	185	1792	0.0010370	23792	22313	0.0011080
24.779	1671	185	1792	0.0008060	23799	22314	0.0008740
24.782	1678	186	1792	0.0008100	23807	22315	0.0008760
24.785	1686	187	1792	0.0009630	23815	22316	0.0010360
24.788	1693	188	1792	0.0008420	23822	22317	0.0009110
24.792	1701	189	1792	0.0008090	23830	22318	0.0008780
24.795	1709	190	1792	0.0008620	23837	22318	0.0009320
24.798	1716	191	1792	0.0008110	23845	22319	0.0008790
24.808	1724	191	1792	0.0007010	23853	22320	0.0007670
24.811	1731	96	1792	0.0008310	23860	22321	0.0009000
24.815	1643	96	1792	0.0008200	23868	22418	0.0008880
24.818	1650	97	1792	0.0008210	23972	22516	0.0008910
24.821	1657	97	1792	0.0008270	24076	22614	0.0008950
24.825	1664	98	1792	0.0008320	24181	22712	0.0009030
24.828	1671	98	1792	0.0008290	24286	22811	0.0008980
24.838	1678	98	1792	0.0008310	24392	22910	0.0009020
24.841	1686	99	1792	0.0008080	24498	23010	0.0008750
24.845	1693	99	1792	0.0009570	24604	23110	0.0010290
24.848	1600	100	1792	0.0006650	24611	23111	0.0007250
24.851	1606	100	1792	0.1206480	24617	14984	0.1222290
24.976	1714	100	1920	0.0008860	16698	15186	0.0009540
24.979	1822	101	1920	0.0010110	16908	15388	0.0010820
24.983	1729	101	1920	0.0008360	17016	15491	0.0009060
24.986	1736	102	1920	0.0008020	17125	15593	0.0008700
24.990	1743	102	1920	0.0009140	17234	15696	0.0009830
24.993	1750	103	1920	0.0085390	17344	15800	0.0086100
25.004	1757	103	1920	0.0008290	17455	15904	0.0008980
25.008	1765	103	1920	0.0008160	17565	16008	0.0008860
25.011	1772	104	1920	0.0008470	17676	16113	0.0009160
25.015	1779	104	1920	0.0008160	17788	16218	0.0008850
25.018	1786	105	1920	0.0008220	17900	16324	0.0008900
25.028	1824	116	1920	0.0005680	18042	16335	0.0006250
25.031	1835	32	1920	0.0007240	18054	16356	0.0007870
25.034	1760	43	1920	0.0005070	18084	16367	0.0005670
25.037	1762	51	1920	0.0005220	18086	16376	0.0005800
25.040	1777	19	1920	0.0004610	18101	16344	0.0005180
25.043	1709	43	1920	0.0005110	18033	16368	0.0005690
25.046	1762	23	1920	0.0004770	18087	16348	0.0005350
25.049	1736	51	1920	0.0076400	18061	16375	0.0077120
25.059	1752	54	1920	0.0005240	18076	16379	0.0005830
25.062	1747	57	1920	0.0004840	18072	16382	0.0005400
25.065	1782	91	1920	0.0005520	18107	16415	0.0006110
25.068	1777	63	1920	0.0005450	18101	16388	0.0006070
25.071	1759	66	1920	0.0005430	18084	16391	0.0006020
25.074	1764	103	1920	0.0006100	18089	16428	0.0006730
25.077	1795	107	1920	0.0006110	18120	16431	0.0006710
25.080	1786	74	1920	0.0005500	18110	16398	0.0006090
25.084	1732	76	1920	0.0005320	18056	16401	0.0005920
25.087	1785	78	1920	0.0005630	18110	16403	0.0006250
25.097	1798	40	1920	0.0004760	18123	16365	0.0005330
25.101	1725	83	1920	0.0005910	18050	16407	0.0006570
25.104	1770	85	1920	0.0005600	18094	16409	0.0006220
25.109	1770	43	1920	0.0004540	18095	16368	0.0005120
25.112	1769	134	1920	0.0006690	18093	16458	0.0007590
25.116	1854	91	1920	0.0006830	18178	16415	0.0007450
25.125	1756	93	1920	0.0005720	18080	16417	0.0006340
25.128	1792	95	1920	0.0005890	18116	16419	0.0006770
25.132	1779	48	1920	0.0005250	18104	16373	0.0005860
25.135	1765	148	1920	0.0007240	18089	16472	0.0007890
25.138	1846	100	1920	0.0005710	18171	16425	0.0006310
25.141	1727	102	1920	0.0005950	18051	16426	0.0006580
25.144	1756	104	1920	0.0006000	18080	16428	0.0006610
25.154	1784	105	1920	0.0006030	18109	16430	0.0006670
25.158	1813	107	1920	0.0005720	18138	16432	0.0006330
25.161	1787	54	1920	0.0007290	18112	16379	0.0007950
25.164	1760	165	1920	0.0007240	18084	16490	0.0007910
25.167	1840	112	1920	0.0006040	18165	16436	0.0006680
25.171	1810	170	1920	0.0007300	18135	16495	0.0007970
25.174	1892	115	1920	0.0006310	18217	16440	0.0006940
25.179	1744	116	1920	0.0005520	18068	16441	0.0006120
25.182	1766	118	1920	0.0006080	18091	16442	0.0006700
25.186	1788	119	1920	0.0006380	18113	16444	0.0007000
25.189	1810	121	1920	0.0075540	18135	16445	0.0076270
25.199	1832	122	1920	0.0007340	18157	16447	0.0007980
25.202	1792	62	1920	0.0005320	18117	16386	0.0005910
25.205	1751	188	1920	0.0007730	18076	16512	0.0008430
25.208	1833	127	1920	0.0006510	18157	16451	0.0007420
25.212	1854	64	1920	0.0005540	18178	16388	0.0006130
25.215	1680	129	1920	0.0006500	18005	16454	0.0007150
25.225	1828	131	1920	0.0007820	18152	16521	0.0008820
25.229	1847	132	1920	0.0006840	18237	16522	0.0007500
25.232	1732	133	1920	0.0007470	18122	16523	0.0008140
25.235	1749	135	1920	0.0006680	18139	16525	0.0007330
25.238	1765	136	1920	0.0006580	18155	16526	0.0007210
25.241	1782	137	1920	0.0006550	18172	16527	0.0007200
25.244	1798	138	1920	0.0006660	18188	16528	0.0007290
25.254	1815	140	1920	0.0006620	18205	16530	0.0007270
25.258	1831	141	1920	0.0008870	18221	16531	0.0009560
25.261	1848	142	1920	0.0007000	18238	16532	0.0007650
25.264	1864	143	1920	0.0006870	18254	16534	0.0007520
25.268	1808	72	1920	0.0005610	18198	16462	0.0006220
25.271	1750	146	1920	0.0008490	18140	16609	0.0009210
25.274	1764	147	1920	0.0006860	18227	16610	0.0007530
25.278	1853	74	1920	0.0005640	18316	16537	0.0006230
25.281	1793	149	1920	0.0009010	18257	16688	0.0009720
25.284	1807	151	1920	0.0006860	18345	16689	0.0007520
25.288	1821	152	1920	0.0008970	18359	16766	0.0009670
25.301	1835	153	1920	0.0007180	18449	16767	0.0007860
25.304	1849	154	1920	0.0008770	18463	16845	0.0009470
25.308	1863	155	1920	0.0007000	18554	16847	0.0007650
25.311	1877	156	1920	0.0009280	18568	16926	0.0009980
25.323	1812	79	1920	0.0005580	18582	16848	0.0006200
25.326	1746	159	1920	0.0007090	18516	16929	0.0007740
25.329	1757	160	1920	0.0007100	18527	16930	0.0007750
25.333	1769	161	1920	0.0007570	18539	16931	0.0008540
25.338	1780	162	1920	0.0006060	18550	16932	0.0006660
25.341	1792	163	1920	0.0007460	18562	16933	0.0008140
25.344	1804	164	1920	0.0007210	18574	16934	0.0007860
25.359	1815	165	1920	0.0007320	18585	16935	0.0008000
25.362	1827	166	1920	0.0007290	18597	16936	0.0007950
25.367	1838	167	1920	0.0006320	18608	16937	0.0006980
25.371	1850	168	1920	0.0007190	18620	16938	0.0007850
25.374	1862	169	1920	0.0007400	18632	16939	0.0008090
